,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10518884863570505,0.1799648312340232,0.0901874663798895,0.13017769236478452
vocab_coverage,0.12130723287609738,0.21408958060750063,0.12874124391675254,0.19165765511392435
ave_readability,0.03903436392259054,0.043869971161517994,0.02861794215502215,0.03324116375688612
ave_readability2,0.039552071940086475,0.0440458669249019,0.026556084823620284,0.03011835516273197
length,1243.833,1405.247,1061.472,968.541
min,0.569,0.6967741935483871,0.3937813440320963,0.47034436643263117
max,0.0,0.0,0.00040120361083249785,0.00040120361083249785
mean,0.03903436392259053,0.043869971161517994,0.028617942155022166,0.033241163756886086
std,0.0854851740178641,0.1043243705958571,0.06524242972265341,0.07686532835101886
q1,0.053300000000000014,0.05631720430107527,0.03604145770645268,0.041574724172517535
median,0.004699999999999992,0.0029233870967741893,0.0012036108324974919,0.0012036108324974919
q3,0.000549999999999999,0.00038642473118279434,0.00040120361083249785,0.00040120361083249785
FRE,25.87793,32.89244,68.18973,73.65352
SMOGI,3.5262,6.29,2.0389,2.3196000000000003
FKGL,4.575,5.5506,10.140600000000001,10.8468
CLI,7.205679999999999,9.5999,53.44481,55.36511999999999
ARI,8.7275,11.171700000000001,57.927099999999996,59.8595
DCRS,2.10432,2.1217799999999998,4.49163,4.75143
LWF,5.570793091579417,6.203120692147922,4.600334792465391,4.885462490627222
GFI,3.65186,4.145519999999999,3.59625,4.164899999999999
DW,19.856,23.558,13.685,15.368
TS,4.398,4.517,10.352,10.646
FH,19.190160000000002,24.152260000000002,48.85124,52.519949999999994
SP,19.59676,24.477330000000002,50.45897,54.3313
GP,12.504700000000001,16.01782,89.74649,92.87684999999999
CF,1.4206999999999999,1.9212,3.8453,4.1084000000000005
NERF,2.8949988845152066,4.782030113744171,3.3321221068381908,4.6709103801317635
