,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34543628003000765,0.032326176606219996,0.426822595870399,0.17986275535628193
vocab_coverage,0.41887899241028703,0.07135301624166532,0.5034031857953871,0.2775392036546748
ave_readability,0.3372456184122858,0.14503502412513483,0.48611580322089426,0.3491546765140567
ave_readability2,0.21966245291323858,0.1145074346326908,0.42356169107834857,0.31275793955219516
length,0.20331662964776673,0.056111852808006554,0.30631922593552596,0.07442062710368758
min,0.20307709654470923,0.10691918088844313,0.3501626223221727,0.2649299356876319
max,,,,
mean,0.3372707730903035,0.14517440646422733,0.4861153875167769,0.34916508810853414
std,0.30543621283748684,0.1514802399838029,0.4758837073546492,0.35084404243923273
q1,0.2849419062433839,0.10435940320922431,0.4029141641499512,0.28202381851679886
median,0.03599713465958862,-0.013828764111056139,-0.0040241469504854275,-0.0040241469504854275
q3,,,,
FRE,0.42753735788760905,0.07111870609865872,0.5376130031371308,0.314057687682747
SMOGI,0.2650309906890334,0.06780222024833282,0.4384060587332341,0.30417228188936807
FKGL,0.38717821908219846,0.07177723681600512,0.4687086181400793,0.269355597073449
CLI,0.47234194457037826,0.05839750542973789,0.6137945211312142,0.3909044281602729
ARI,0.35220688125458754,0.025870335412644142,0.5091128913027249,0.2763147539564793
DCRS,0.32478908740171236,0.0631761113651378,0.33407158214404487,0.16480063721881516
LWF,0.30135965094685147,0.07940047095622464,0.3110999990600681,0.2247766258787388
GFI,0.3477660214736181,0.08523394177503286,0.39803123556446984,0.2484878767049706
DW,0.26142344985080795,0.11832340374469467,0.4277385612284603,0.22115805295522864
TS,0.27896932618583836,0.04789518082271578,0.3211565687132058,0.17809745797695167
FH,0.4146209079598439,0.07030903092237745,0.5150768128871268,0.2935036280730525
SP,0.42417886122915494,0.07180807550945881,0.5355112916532923,0.30210254696239053
GP,0.44354979855085125,0.044331334143020144,0.5793702491859153,0.3514900879545192
CF,0.4471954692668192,0.09386954175867059,0.5831127608414969,0.35273107967559103
NERF,0.24811129485562874,-0.0032010577484386698,0.3641564081564082,0.08106308106308108
