,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.0183021658140424,0.0430661015538707,0.010059692457921024,0.017425468101061374
vocab_coverage,0.024151644244843163,0.05844893437870582,0.021987793171388163,0.039569080403441544
ave_readability,0.003036515535944861,0.003538154669977894,0.0014611511360075975,0.0017721657679564797
ave_readability2,0.002703156850151045,0.0033589819365847855,0.0018973863178128434,0.0019893026826931083
length,6521982.479,6956971.053,2182304.206,2442055.785
min,0.61456,0.8068189964157706,0.4290533333333333,0.4681422222222222
max,0.0,0.0,0.0,0.0
mean,0.003036515535944849,0.0035381546699778865,0.0014611511360075877,0.0017721657679564727
std,0.012484671683655933,0.017975583095998844,0.007254624348713687,0.008775072704457763
q1,0.007689166666666674,0.007736335125448034,0.0037680555555555605,0.00426555555555556
median,0.0008122222222222214,0.00042674731182795695,5.333333333333319e-05,5.333333333333319e-05
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0,0.0
FRE,1866.7714674000001,2304.9543199,634.8490444,893.1886999999999
SMOGI,26.415239999999997,61.85378000000001,7.03014,8.64265
FKGL,73.08042,59.03482000000001,20.10782,24.20375
CLI,145.3586796,199.05134239999998,55.3923398,86.9551244
ARI,219.31806,222.17128,67.80525,93.60184999999998
DCRS,10.0381601,9.533164300000001,4.779546900000001,5.958035600000001
LWF,56.92100286916948,56.45665412173089,37.930858426609646,38.225607919476886
GFI,56.081009300000005,31.282035700000005,16.1914512,21.0703666
DW,1086.572,1335.572,563.786,656.752
TS,72.759,36.182,22.596,23.841
FH,1069.1789931,1201.4244149,340.2071457,454.39489969999994
SP,1113.7845249999998,1218.3118075000002,353.087457,477.01138360000004
GP,442.67833830000006,542.2180357,160.55823930000003,237.9083541
CF,5.320819999999999,8.46301,1.76719,2.47497
NERF,15.600087092714562,36.61644056659991,15.026415451479807,25.70700286550903
