,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7194693535292189
vocab_coverage,0.7717940387829819
ave_readability,4.923249776885085
ave_readability2,4.897966253638841
length,1593.554
min,3.7853333333333334
max,5.0
mean,4.923249776885086
std,0.19297597904347505
q1,4.953800000000001
median,4.9998000000000005
q3,5.0
FRE,52.51957
SMOGI,12.4467
FKGL,11.3244
CLI,11.973360000000001
ARI,14.953599999999998
DCRS,8.16055
LWF,12.829380322455323
GFI,11.52708
DW,35.376
TS,11.266
FH,90.88538
SP,87.76086
GP,38.60565
CF,3.1968
NERF,3.361415985294171
