,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.602759344368606
vocab_coverage,0.618354078052015
ave_readability,4.92644966148637
ave_readability2,4.9163523707319
length,5778.107
min,3.985608465608465
max,5.0
mean,4.92644966148637
std,0.1731999505838172
q1,4.944003527336862
median,4.996119929453263
q3,4.999012345679013
FRE,39.03571
SMOGI,10.037900000000002
FKGL,13.560300000000002
CLI,17.78318
ARI,25.1502
DCRS,4.662979999999999
LWF,9.554106375765892
GFI,10.25613
DW,21.035
TS,11.009
FH,80.88275
SP,66.00628
GP,21.69335
CF,3.4817000000000005
NERF,2.5803589950274417
