,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6156211921634758
vocab_coverage,0.6404809872609434
ave_readability,4.930234388929378
ave_readability2,4.9182012094209115
length,5319.993
min,4.014225053078556
max,5.0
mean,4.930234388929378
std,0.16602643554604296
q1,4.947983014861996
median,4.996178343949045
q3,4.998991507430998
FRE,41.47107
SMOGI,9.7995
FKGL,13.473799999999999
CLI,16.6996
ARI,24.271199999999997
DCRS,4.72035
LWF,9.515921818356833
GFI,10.677900000000001
DW,19.647
TS,10.901
FH,82.30433
SP,67.20602
GP,23.042830000000002
CF,3.3158000000000003
NERF,2.054344589505844
