,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6678654204111936
vocab_coverage,0.7044497640233748
ave_readability,4.925223552665798
ave_readability2,4.911035202394715
length,2021.876
min,3.8269138345348437
max,5.0
mean,4.925223552665799
std,0.18958554486547993
q1,4.955080672845864
median,4.999176107106077
q3,4.999828355647099
FRE,44.07734999999999
SMOGI,11.584299999999999
FKGL,11.6346
CLI,184.15168
ARI,224.2968
DCRS,9.782779999999999
LWF,11.835110112110112
GFI,9.96137
DW,33.494
TS,11.536
FH,85.94133000000001
SP,82.34468
GP,-249.93692
CF,3.1406
NERF,3.8356692220360404
