,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.019696745999443745,0.05212337341783414,0.0138064316853996,0.02912526198756987
vocab_coverage,0.025198822746388225,0.06805280772834504,0.023192478084194952,0.05190255851843666
ave_readability,0.0032762757680971882,0.00411116194965725,0.0016083199054597595,0.00219164955061153
ave_readability2,0.0029313572491925137,0.003788642148147195,0.0012337972742811742,0.0015906179544694216
length,6380466.209,6682526.463,4802832.256,5667015.856
min,0.61772,0.8086648745519713,0.36560888888888887,0.49603111111111103
max,0.0,0.0,0.0,0.0
mean,0.0032762757680971817,0.004111161949657249,0.0016083199054597603,0.002191649550611528
std,0.013598371867181644,0.020055609479792662,0.007493394005019731,0.010864899123725935
q1,0.008088333333333341,0.0084655017921147,0.0043966666666666755,0.0052830555555555625
median,0.0008355555555555548,0.0004368279569892472,6.444444444444421e-05,5.888888888888871e-05
q3,7.583333333333305e-05,4.6202956989246985e-05,4.444444444444413e-06,4.444444444444413e-06
FRE,1967.6600193,2505.8721935999997,1488.6900093999998,1951.2765570999998
SMOGI,29.168599999999998,63.312180000000005,12.08475,16.549629999999997
FKGL,76.85335,68.41363,38.94333,46.90962
CLI,155.2700557,211.91829609999996,136.22559540000003,185.59104090000002
ARI,232.06499,247.81278999999998,146.36813999999998,201.99088
DCRS,10.1583059,10.2816753,3.4194287999999995,5.3158194000000005
LWF,75.02402623015266,81.72409450528056,59.40870213378777,52.69047782959883
GFI,58.0087342,36.6918646,17.479693899999997,21.053571499999997
DW,1021.832,1201.86,636.535,806.489
TS,76.643,42.422,27.713,26.974
FH,1125.2444166,1324.7850693999999,780.8734713000001,999.9157902
SP,1181.0125449000002,1343.1659404,824.5510223999999,1066.0511995000002
GP,471.67378879999995,586.1673748,401.07413760000003,537.2759623000001
CF,5.61927,8.94886,4.10082,5.36158
NERF,15.272458957847414,31.714532579413845,11.462156585919672,23.639178098568536
