,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7329031442076052
vocab_coverage,0.7823760334208786
ave_readability,4.927789331452785
ave_readability2,4.91324724485215
length,878.171
min,4.0064
max,5.0
mean,4.927789331452785
std,0.17704820107942204
q1,4.951933333333335
median,4.999933333333334
q3,4.999933333333334
FRE,58.79427
SMOGI,11.2247
FKGL,9.666799999999999
CLI,10.70184
ARI,12.146799999999999
DCRS,8.494329999999998
LWF,10.666580303030303
GFI,10.53696
DW,24.239
TS,9.991
FH,96.2797
SP,93.152
GP,41.509660000000004
CF,2.8842
NERF,3.0027867226976035
