,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34492325629408344,0.031927929940396484,0.38097630457687753,0.3646214789048988
vocab_coverage,0.4138761537795672,0.06800376101624171,0.3030347407606397,0.2898341035839194
ave_readability,0.33679347325707415,0.14505150693027255,0.4419380631630625,0.4281148570863704
ave_readability2,0.22101887918690769,0.11430397814602679,0.4277218602088021,0.42084612203748833
length,0.20331662964776673,0.056111852808006554,-0.02508472662775996,-0.001209917545666681
min,0.20322299781888456,0.10666542282061989,0.43640888577993414,0.4219276931580126
max,,,,
mean,0.3369197805045026,0.14504643351644225,0.4419116447174272,0.42807240130349494
std,0.3065574941034134,0.15204799501153363,0.4344145761166916,0.42983144636259696
q1,0.28843540888926944,0.11302068507465421,0.3950248437001279,0.39436808848343013
median,0.0411559627577507,-0.012796453755033271,-0.017675782322816663,-0.014889421510690382
q3,,,,
FRE,0.4263204037423694,0.06606834824555957,0.3459942475105146,0.3222744271147918
SMOGI,0.2745559648838505,0.0719778733300166,0.31267004794287934,0.2666692919483852
FKGL,0.3860705819541602,0.0681144868945126,0.31486914327786214,0.295370595337475
CLI,0.47374020159782043,0.05842559715104642,0.35583947501804547,0.3078746207575811
ARI,0.3543345830642611,0.02989232123401479,0.24342180652580814,0.22476493820708515
DCRS,0.32068443730248375,0.06385699616421191,0.07420795401512173,0.06289239348380442
LWF,0.29767466008309373,0.08503678363979279,0.3167343733330676,0.275434194657167
GFI,0.3465328274040892,0.08937067256802553,0.25409090557212555,0.21610220688646448
DW,0.2629023949241971,0.11901915383436493,0.37384470412314164,0.35455883967046026
TS,0.27388156630115695,0.05265711041633851,0.2035902771244338,0.21358591334585006
FH,0.41311665711793893,0.0642251298613635,0.33364124520458016,0.3149354197490716
SP,0.4252145247472004,0.07316043238436509,0.35132719739473056,0.3263404288863955
GP,0.44617708613284085,0.046709179479978755,0.3370851826047591,0.30298513598219606
CF,0.4466861193396672,0.0929726822441577,0.424476818541728,0.38431433341883126
NERF,0.24555492029158502,-0.00926569085012412,0.2325994561521413,0.198588337581913
