,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5884741814984307
vocab_coverage,0.6154334430598492
ave_readability,4.927953150804274
ave_readability2,4.9211423196692685
length,5416.27
min,4.103881030105187
max,4.999492201668479
mean,4.927953150804274
std,0.16227336387586502
q1,4.939680812477332
median,4.994015233949946
q3,4.99727965179543
FRE,12.985760000000003
SMOGI,8.7059
FKGL,19.5084
CLI,27.04603
ARI,41.4003
DCRS,6.7048
LWF,9.846769132419867
GFI,13.83387
DW,18.407
TS,16.65
FH,59.61227
SP,39.94115
GP,0.9304100000000007
CF,4.548
NERF,6.039161414183158
