,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.567895342374736
vocab_coverage,0.5768757881787127
ave_readability,4.921944733794042
ave_readability2,4.9180146180232125
length,6280.695
min,4.051337671728127
max,4.999421547360811
mean,4.921944733794042
std,0.17264237849627787
q1,4.930296456977585
median,4.992841648590021
q3,4.998282718727404
FRE,8.682010000000002
SMOGI,9.429599999999999
FKGL,20.338
CLI,27.120249999999995
ARI,42.4222
DCRS,6.4472700000000005
LWF,10.568145475121863
GFI,14.09727
DW,20.334
TS,17.248
FH,56.28329
SP,36.54128000000001
GP,0.4419299999999994
CF,4.7285
NERF,6.238363819331858
