,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.48195411235539776
vocab_coverage,0.48329216765163246
ave_readability,4.907356100848999
ave_readability2,4.905214746913222
length,3846.843
min,4.120558882235529
max,4.999281437125749
mean,4.907356100848999
std,0.19096568152107224
q1,4.915389221556887
median,4.988383233532934
q3,4.998263473053893
FRE,45.189159999999994
SMOGI,7.562399999999999
FKGL,12.5015
CLI,27.254049999999996
ARI,40.222699999999996
DCRS,8.00964
LWF,8.448051821241789
GFI,11.19959
DW,14.33
TS,11.312
FH,85.47760999999998
SP,48.097229999999996
GP,-4.53892
CF,3.458
NERF,4.665190388790751
