,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6352539694075209
vocab_coverage,0.6621864267920338
ave_readability,4.919356971291873
ave_readability2,4.90892182416849
length,1592.608
min,3.8772572980312248
max,5.0
mean,4.919356971291871
std,0.1965525635546019
q1,4.9449932111337604
median,4.996809232858114
q3,5.0
FRE,48.78364999999998
SMOGI,11.441699999999997
FKGL,10.807199999999986
CLI,14.34256999999999
ARI,17.43030000000001
DCRS,8.922839999999992
LWF,10.807109001129595
GFI,9.721349999999983
DW,29.51
TS,10.565
FH,89.48528999999999
SP,84.41197000000001
GP,34.065880000000035
CF,3.157500000000003
NERF,4.627403793336197
