,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7187472969240164
vocab_coverage,0.7667525455040669
ave_readability,4.932406178581835
ave_readability2,4.919761748278482
length,1449.509
min,3.9338736913205
max,4.999594731509625
mean,4.932406178581836
std,0.17619918944961835
q1,4.96580547112462
median,4.999392097264438
q3,4.999594731509625
FRE,20.997159999999997
SMOGI,11.2142
FKGL,15.077800000000002
CLI,99.50779
ARI,116.4072
DCRS,12.063870000000001
LWF,11.482369349931115
GFI,11.43896
DW,26.098
TS,13.234
FH,69.30426000000001
SP,65.27340000000001
GP,-107.81128
CF,4.7817
NERF,2.743590414060185
