,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.018337569528319053,0.04418227211181292,0.01667718213964435,0.025406637115769747
vocab_coverage,0.024152223614605516,0.059231041773348765,0.027185587252736794,0.04638707741203042
ave_readability,0.003076107040735198,0.003546683614085193,0.0014856069064586373,0.0018438221313923705
ave_readability2,0.0027710614040652964,0.003379528768282974,0.0010600478962531498,0.001264230624400928
length,6513301.835,6940694.505,2438778.51,2506264.502
min,0.61456,0.8068189964157706,0.3527276820893841,0.415526286164584
max,0.0,0.0,0.00016210739614994963,0.00016210739614994963
mean,0.0030761070407351893,0.003546683614085185,0.0014856069064586317,0.0018438221313923607
std,0.012562704955549989,0.018143152663355484,0.00705188461136183,0.008983989300474657
q1,0.008373055555555562,0.00804015456989248,0.005449172576832152,0.006174715749183834
median,0.0008077777777777769,0.00042226702508960573,0.0002116402116402118,0.0002116402116402118
q3,7.583333333333305e-05,4.6202956989246985e-05,0.00016210739614994963,0.00016210739614994963
FRE,1868.4335942000002,2320.9553353,481911.5312293002,482225.1736895001
SMOGI,26.415239999999997,61.85378000000001,7.057290000000001,7.862360000000001
FKGL,73.18932000000001,59.18826,9343.137959999998,9347.365609999999
CLI,145.9805387,200.2858873,827951.4062679,827985.6802164
ARI,219.92665999999997,223.08426,1126975.27425,1127006.5405299999
DCRS,10.2064293,9.4360725,3897.1956933,3898.5246868000004
LWF,56.808746358307964,56.4255585549628,36.28145207784726,33.86063113718745
GFI,56.13865749999999,31.2654219,638.9427176999999,640.7905592
DW,1063.903,1293.141,418.226,533.195
TS,73.696,38.077,7954.901,7956.19
FH,1070.3802044000001,1208.5059562,242176.15937400004,242317.24227860002
SP,1115.7039180000002,1229.2866849,261169.04530799997,261325.95257419994
GP,444.38662000000005,545.5799554000001,2327529.6030614,2327619.1488181
CF,5.3488999999999995,8.54011,1545.8476400000002,1546.7116799999997
NERF,15.28471641180302,35.71669351802086,18.725157899881467,29.16886043993292
