,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10518884863570505,0.1799648312340232,0.15084827405850382,0.16648188984802612
vocab_coverage,0.12130723287609738,0.21408958060750063,0.17818120346844513,0.19336925384061948
ave_readability,0.03903436392259057,0.04386997116151805,0.046830450890679914,0.04696396501128964
ave_readability2,0.03955207194008649,0.044045866924901915,0.034662515088003575,0.03673395830086687
length,1243.833,1405.247,4586.738,3879.945
min,0.569,0.6967741935483871,0.4540021344717182,0.5026852846401718
max,0.0,0.0,0.00028459622909996434,0.00021482277121374885
mean,0.03903436392259053,0.043869971161517994,0.046830450890679935,0.04696396501128971
std,0.0854851740178641,0.1043243705958571,0.09416587466524907,0.10007248482402221
q1,0.053300000000000014,0.05631720430107527,0.05699039487726788,0.05386680988184746
median,0.004699999999999992,0.0029233870967741893,0.008146567057986474,0.008413891872538482
q3,0.000549999999999999,0.00038642473118279434,0.0016720028459622897,0.0028464017185821687
FRE,25.87793,32.89244,67.78295,78.02202
SMOGI,3.5262,6.29,3.993,4.566599999999999
FKGL,4.575,5.5506,15.804600000000002,18.3155
CLI,7.205679999999999,9.5999,16.55895,18.7467
ARI,8.7275,11.171700000000001,27.641800000000003,31.510900000000003
DCRS,2.10432,2.1217799999999998,6.282700000000001,6.35455
LWF,5.570793091579417,6.203120692147922,6.897306503554606,7.842660156253387
GFI,3.65186,4.145519999999999,12.653599999999999,14.23836
DW,19.856,23.558,16.989,18.296
TS,4.398,4.517,9.398,11.715
FH,19.190160000000002,24.152260000000002,55.561060000000005,64.14655
SP,19.59676,24.477330000000002,53.65309999999999,62.31828999999999
GP,12.504700000000001,16.01782,33.43006,38.30085
CF,1.4206999999999999,1.9212,2.36,2.748
NERF,2.8949988845152066,4.782030113744171,15.9952369977581,19.673023959849132
