,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5910272924799722
vocab_coverage,0.6215585358381855
ave_readability,4.931052159124185
ave_readability2,4.922100938543638
length,5140.254
min,4.16749015395632
max,4.9997851772287865
mean,4.931052159124185
std,0.15217386827941407
q1,4.945184389545292
median,4.9920157536698895
q3,4.997153598281418
FRE,14.76852
SMOGI,8.3466
FKGL,21.155
CLI,22.181480000000004
ARI,38.5301
DCRS,5.457370000000001
LWF,10.870464198408492
GFI,16.981669999999998
DW,16.152
TS,15.157
FH,58.58436999999999
SP,41.51983
GP,7.41634
CF,3.9848000000000003
NERF,13.4006740606249
