,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.46214105366114705
vocab_coverage,0.47509558298908905
ave_readability,4.910027586801855
ave_readability2,4.901952087903295
length,5884.443
min,4.0981436642453595
max,4.99774011299435
mean,4.9100275868018555
std,0.1761118464155242
q1,4.905750605326877
median,4.98446327683616
q3,4.995298627925747
FRE,13.30091
SMOGI,8.0616
FKGL,19.850900000000003
CLI,28.2796
ARI,50.287299999999995
DCRS,7.5029699999999995
LWF,8.946302372727295
GFI,15.599369999999999
DW,17.019
TS,14.002
FH,59.35335
SP,20.597440000000002
GP,-10.867609999999999
CF,4.618399999999999
NERF,4.178740312256945
