,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6795513727310919
vocab_coverage,0.7093550564913844
ave_readability,4.927466157711355
ave_readability2,4.9175419294732885
length,1647.081
min,3.959999999999994
max,5.0
mean,4.927466157711355
std,0.18206919719510897
q1,4.956750000000019
median,4.999533333333334
q3,5.0
FRE,50.899439999999984
SMOGI,11.489600000000003
FKGL,10.789799999999993
CLI,13.844020000000029
ARI,16.813499999999983
DCRS,8.319990000000008
LWF,11.025040035386015
GFI,9.881760000000009
DW,25.963
TS,10.505
FH,90.65325999999995
SP,87.34263000000003
GP,35.87954999999997
CF,3.192699999999997
NERF,3.813605264733153
