,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.7406949881021979
vocab_coverage,0.7866568132230438
ave_readability,4.935812408179831
ave_readability2,4.924913000870562
length,1234.311
min,4.078399999999994
max,5.0
mean,4.935812408179829
std,0.1641468145791331
q1,4.965883333333346
median,4.999533333333334
q3,5.0
FRE,59.41876000000009
SMOGI,10.870200000000002
FKGL,9.984500000000006
CLI,10.802609999999989
ARI,13.491800000000007
DCRS,7.784040000000004
LWF,11.089543613575957
GFI,10.338180000000001
DW,20.222
TS,9.884
FH,96.23445999999993
SP,93.18934000000012
GP,40.79610999999997
CF,2.762799999999998
NERF,2.1695490512267503
