,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.018337569528319053,0.04418227211181292,0.011069772549674317,0.020613697782023745
vocab_coverage,0.024152223614605516,0.059231041773348765,0.020875345204774826,0.04196980179945491
ave_readability,0.003076107040735196,0.0035466836140851934,0.0013228444510832828,0.0017542160919767145
ave_readability2,0.002771061404065299,0.003379528768282981,0.0010819219004599204,0.0012710586622988057
length,6513301.835,6940694.505,1980523.573,2411121.878
min,0.61456,0.8068189964157706,0.3732133333333333,0.44056
max,0.0,0.0,0.0,0.0
mean,0.0030761070407351893,0.003546683614085185,0.0013228444510832858,0.0017542160919767143
std,0.012562704955549989,0.018143152663355484,0.007246405311807758,0.009572793437106196
q1,0.008373055555555562,0.00804015456989248,0.0037330555555555563,0.004224722222222221
median,0.0008077777777777769,0.00042226702508960573,4.444444444444437e-05,4.444444444444437e-05
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0,0.0
FRE,1868.4335942000002,2320.9553353,654.7121124,1015.589197
SMOGI,26.415239999999997,61.85378000000001,5.14768,6.947550000000001
FKGL,73.18932000000001,59.18826,17.50139,22.259010000000004
CLI,145.9805387,200.2858873,56.8872944,96.82602109999999
ARI,219.92665999999997,223.08426,66.21216,101.22464
DCRS,10.2064293,9.4360725,4.6876549,6.2628655
LWF,56.808746358307964,56.4255585549628,32.301707410427156,30.444299334092232
GFI,56.13865749999999,31.2654219,10.920313,14.1374071
DW,1063.903,1293.141,377.853,513.352
TS,73.696,38.077,23.674,21.626
FH,1070.3802044000001,1208.5059562,339.3566865000001,499.65990680000004
SP,1115.7039180000002,1229.2866849,357.39122460000004,529.4366683000001
GP,444.38662000000005,545.5799554000001,162.9781508,264.7023186999999
CF,5.3488999999999995,8.54011,1.82172,2.8011
NERF,15.28471641180302,35.71669351802086,15.848969871948002,27.98987288894451
