QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7619047619047619,0.8299480396787907,4.907797381900967,4.88888888888889,12984,3.8666666666666663,5.0,4.907797381900967,0.21062172630681428,4.933333333333334,5.0,5.0,36.73,17.1,14.6,12.19,16.1,1.71,15.75,10.92,46,15th and 16th grade,78.42,75.41,37.32,4.1,-0.014472049491038419
76378408,76378435,0.8145695364238411,0.8637632607481853,4.933376427494077,4.912737127371274,10782,3.6666666666666665,5.0,4.933376427494075,0.2022568873054966,5.0,5.0,5.0,48.64,13.9,12.1,11.09,13.8,1.74,8.666666666666666,9.62,51,13th and 14th grade,87.89,87.57,40.32,3.3,0.6481870432994983
76378340,76378439,0.7483870967741936,0.8134095634095634,4.9091373801916935,4.830459770114942,11525,2.4,5.0,4.9091373801916935,0.3176316801187735,5.0,5.0,5.0,50.97,13.5,11.2,11.95,13.3,1.6,5.777777777777778,8.78,59,11th and 12th grade,90.24,84.75,39.21,3.6,0.6311807480169644
76378344,76378496,0.0,0.0,,NaN,2804,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378323,76378505,0.7058823529411765,0.7888100866824271,4.895504495504495,4.845833333333332,8228,3.066666666666667,5.0,4.895504495504495,0.27373011414112963,4.933333333333334,5.0,5.0,43.73,14.3,11.9,14.16,14.8,6.09,5.777777777777778,9.08,87,14th and 15th grade,85.46,79.31,35.99,4.1,3.8549458168422817
76378468,76378523,0.759493670886076,0.806282722513089,4.947186147186147,4.9188888888888895,3389,3.733333333333333,5.0,4.947186147186146,0.14686238902054216,5.0,5.0,5.0,94.35,7.0,2.8,4.68,4.1,6.16,5.222222222222222,5.63,12,4th and 5th grade,123.82,119.47,52.69,0.7,2.3118028792526824
76378419,76378558,0.6927374301675978,0.8087542087542088,4.923619206217042,4.866129032258065,9860,3.066666666666667,5.0,4.923619206217041,0.23085596887563734,5.0,5.0,5.0,54.42,13.1,9.8,13.28,14.0,5.59,7.5,7.56,70,13th and 14th grade,93.7,87.24,37.69,3.5,2.2957771426230638
76383950,76384028,0.7380952380952381,0.6952380952380952,4.906849315068493,4.918279569892472,3484,3.466666666666667,5.0,4.906849315068493,0.30555281657544386,4.933333333333334,5.0,5.0,48.91,10.6,9.9,18.26,18.9,7.42,7.7142857142857135,8.03,15,7th and 8th grade,90.66,87.65,29.95,3.4,1.5411378720363018
76380624,76380646,0.45161290322580644,0.49624060150375937,4.934343434343434,4.923809523809524,3471,4.4,5.0,4.934343434343434,0.1492934760313111,5.0,5.0,5.0,20.65,10.1,12.5,25.19,23.9,11.57,4.7,5.74,18,12th and 13th grade,72.27,66.42,17.78,4.5,4.135843813333333
76380600,76380785,0.6391752577319587,0.6855123674911661,4.914776632302405,4.904301075268816,3917,4.133333333333334,5.0,4.914776632302406,0.1702345980616274,4.933333333333334,5.0,5.0,40.85,12.3,10.9,18.2,19.1,7.96,6.777777777777778,8.72,37,10th and 11th grade,85.07,79.1,30.17,4.1,4.546951547358834
76378487,76378586,0.0,0.0,,NaN,2744,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
