QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.7933884297520661,0.8358778625954199,4.907534246575342,4.88888888888889,12869,3.8666666666666663,5.0,4.907534246575342,0.2108643712762956,4.933333333333334,5.0,5.0,36.83,17.1,14.5,12.19,16.0,1.67,13.4,10.88,46,14th and 15th grade,78.52,75.51,37.36,4.1,-0.32127312205722536
76378408,76378435,0.8409090909090909,0.8715976331360947,4.941434713736141,4.904504504504505,9978,3.6666666666666665,5.0,4.94143471373614,0.17494272422223411,5.0,5.0,5.0,47.52,14.3,12.5,10.91,13.9,1.7,14.5,10.07,47,10th and 11th grade,86.77,85.95,40.3,3.4,-0.31294989344525703
76378340,76378439,0.7808219178082192,0.8180388044048243,4.909358974358975,4.834502923976608,11344,2.4,5.0,4.909358974358975,0.31759986548519353,5.0,5.0,5.0,50.67,13.5,11.3,11.72,13.2,1.54,6.25,8.88,55,11th and 12th grade,89.93,84.92,39.49,3.6,0.26636854073772476
76378344,76378496,0.0,0.0,NaN,NaN,2804,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76378323,76378505,0.7393617021276596,0.7945990180032734,4.900926879505665,4.847961630695442,7718,3.066666666666667,5.0,4.900926879505665,0.2624325920078922,4.933333333333334,5.0,5.0,42.21,14.6,12.5,13.29,14.6,5.9,8.166666666666666,9.55,77,14th and 15th grade,83.93,79.4,36.96,4.0,3.0496426238811134
76378468,76378523,0.759493670886076,0.806282722513089,4.947186147186147,4.9188888888888895,3389,3.733333333333333,5.0,4.947186147186146,0.14686238902054216,5.0,5.0,5.0,94.35,7.0,2.8,4.68,4.1,6.16,5.222222222222222,5.63,12,4th and 5th grade,123.82,119.47,52.69,0.7,2.3118028792526824
76378419,76378558,0.7894736842105263,0.8337164750957854,4.9337622549019615,4.891111111111112,7832,3.066666666666667,5.0,4.933762254901961,0.21574989835609903,5.0,5.0,5.0,51.58,13.6,10.9,11.6,12.9,1.55,12.4,8.54,39,11th and 12th grade,90.85,86.91,39.99,3.4,-0.15405642869544156
76383950,76384028,0.7567567567567568,0.8024691358024691,4.974358974358975,4.973809523809523,3168,4.8,5.0,4.9743589743589745,0.05692076687389383,5.0,5.0,5.0,71.95,10.4,7.2,10.44,10.9,7.36,8.7,8.46,12,10th and 11th grade,106.32,102.95,42.71,2.2,0.769443175919073
76380624,76380646,0.45161290322580644,0.49624060150375937,4.934343434343434,4.923809523809524,3471,4.4,5.0,4.934343434343434,0.1492934760313111,5.0,5.0,5.0,20.65,10.1,12.5,25.19,23.9,11.57,4.7,5.74,18,12th and 13th grade,72.27,66.42,17.78,4.5,4.135843813333333
76380600,76380785,0.7012987012987013,0.7419354838709677,4.925879917184265,4.918518518518518,3173,4.133333333333334,5.0,4.925879917184265,0.16780049753854195,4.933333333333334,5.0,5.0,50.63,10.3,9.2,15.76,15.1,7.47,8.142857142857142,7.92,26,7th and 8th grade,92.4,86.78,34.14,3.4,1.936732111263301
76378487,76378586,0.0,0.0,NaN,NaN,2744,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-3.0233
76380579,76380826,0.8,0.8315874294923449,4.970542635658914,4.933333333333334,6902,3.733333333333333,5.0,4.970542635658915,0.0754119215720525,5.0,5.0,5.0,72.7,8.8,9.0,7.49,11.6,1.45,11.2,9.62,10,8th and 9th grade,104.56,102.55,45.88,2.1,-2.815172303979005
76383957,76384041,0.46464646464646464,0.6018957345971564,4.984076990376204,4.884057971014493,9843,3.4,5.0,4.984076990376203,0.06881336066753083,5.0,5.0,5.0,68.5,10.6,8.6,9.23,10.8,1.5,6.625,8.54,41,8th and 9th grade,102.85,98.89,43.99,2.5,-2.1066324417840074
