,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.441000405998354
vocab_coverage,0.45776175457450996
ave_readability,4.925054365155343
ave_readability2,4.915581776708269
length,815.932
min,4.047288046340182
max,4.998314902580305
mean,4.925054365155343
std,0.1721192550584081
q1,4.945866245392323
median,4.993891521853608
q3,4.996103212216956
FRE,68.6805599999996
SMOGI,6.316499999999997
FKGL,6.354100000000062
CLI,13.540520000000173
ARI,26.84790000000001
DCRS,6.086580000000001
LWF,5.949690813190076
GFI,6.445789999999993
DW,14.569
TS,6.464
FH,105.57787999999942
SP,27.95852000000004
GP,5.159449999999995
CF,3.9819000000000035
NERF,0.9396181931878922
