,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.42614111110729325
vocab_coverage,0.4382316538600803
ave_readability,4.921713841894823
ave_readability2,4.913225949264457
length,933.419
min,4.013164823591369
max,4.998314902580305
mean,4.921713841894822
std,0.17857785154795264
q1,4.942733017377578
median,4.993786203264877
q3,4.996103212216956
FRE,66.38790999999966
SMOGI,6.515199999999999
FKGL,6.582600000000069
CLI,14.379800000000184
ARI,27.77730000000001
DCRS,6.179260000000003
LWF,5.905173782998045
GFI,6.340549999999997
DW,16.171
TS,6.608
FH,104.06204999999946
SP,26.336350000000035
GP,3.7828199999999974
CF,4.096800000000002
NERF,1.268366847564199
