,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6698824526790854
vocab_coverage,0.6873058666172076
ave_readability,4.923800078306579
ave_readability2,4.916558067651743
length,1901.848
min,3.946546546546542
max,5.0
mean,4.923800078306577
std,0.18795225032642737
q1,4.950934267600956
median,4.999065732399067
q3,4.9996663329996665
FRE,43.342400000000005
SMOGI,11.578500000000004
FKGL,12.01440000000002
CLI,16.14813999999999
ARI,19.77339999999998
DCRS,8.48848
LWF,10.98460076264919
GFI,10.25742000000002
DW,25.166
TS,11.074
FH,85.08792999999993
SP,81.30781999999991
GP,31.534860000000016
CF,3.5372999999999997
NERF,4.4252368311657735
