,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10201803937205502,0.1686709889546142,0.11571456947463028,0.14274517507596443
vocab_coverage,0.1186890198694308,0.20082260317036527,0.14875045636267464,0.17895299121478142
ave_readability,0.037758884711687396,0.04114335017773551,0.03224481159165118,0.035243449510214145
ave_readability2,0.03861245925205574,0.04204467926607667,0.034548677679320454,0.03591887781988725
length,1273.513,1462.263,6827.384,6080.478
min,0.5672,0.6954301075268816,0.501670146137787,0.5476793248945148
max,0.0,0.0,0.0,0.0
mean,0.03775888471168732,0.04114335017773544,0.032244811591651185,0.035243449510214124
std,0.08279392402477956,0.0997869864667308,0.07610918469057408,0.0833033931027152
q1,0.05351666666666667,0.053713037634408586,0.04497216423103686,0.04864627285513358
median,0.004499999999999992,0.0027889784946236525,0.0015309672929714648,0.0013713080168776342
q3,0.000549999999999999,0.00038642473118279434,8.698677800974221e-05,8.790436005625848e-05
FRE,25.183580000000003,31.30369,35.684050000000006,43.14907
SMOGI,3.313,6.1484,3.547,3.9728000000000003
FKGL,4.359,5.1512,6.652800000000001,7.9209
CLI,7.015149999999999,9.289390000000001,10.8766,13.911280000000001
ARI,8.4346,10.378,14.656900000000002,19.1508
DCRS,2.0793900000000005,2.03261,5.40746,5.8032200000000005
LWF,4.829290442701806,5.348958475223981,4.50383718328063,4.5628991366050835
GFI,3.5047699999999997,3.95621,4.12361,4.514709999999999
DW,20.715,25.203,28.261,27.359
TS,4.262,4.251,5.033,5.172
FH,18.578480000000003,22.808619999999998,27.05275,32.56906
SP,18.885540000000002,23.07289,26.43194,31.939070000000005
GP,12.187899999999999,15.3064,18.52077,23.72147
CF,1.3822,1.8459,1.6907,2.0464
NERF,2.9116540551247816,4.998088325281693,5.5057472828560226,6.401230796955767
