,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6586525023652434
vocab_coverage,0.6989154338110488
ave_readability,4.927771864487018
ave_readability2,4.906432567401916
length,7444.007
min,3.8139240506329117
max,5.0
mean,4.927771864487017
std,0.18246809269337358
q1,4.951564697609002
median,4.999050632911393
q3,4.999912095639944
FRE,42.6789
SMOGI,11.508
FKGL,12.5188
CLI,17.86843
ARI,25.8915
DCRS,4.94367
LWF,8.814046909054998
GFI,9.64975
DW,38.21
TS,11.238
FH,84.11556
SP,70.70501000000002
GP,23.87634
CF,3.7457000000000003
NERF,1.334426419733585
