,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6243589500889568
vocab_coverage,0.6583761388534665
ave_readability,4.92055634468809
ave_readability2,4.901720018802312
length,8288.849
min,3.7490605427974946
max,5.0
mean,4.920556344688091
std,0.195634009579168
q1,4.942345163535144
median,4.998886569241476
q3,4.999913013221991
FRE,39.93468
SMOGI,11.960399999999998
FKGL,12.654900000000001
CLI,17.856690000000004
ARI,24.4498
DCRS,5.45083
LWF,9.230571044641634
GFI,9.33577
DW,43.39
TS,11.791
FH,82.46631
SP,70.99983999999999
GP,25.02406
CF,3.8581999999999996
NERF,2.3097248898254477
