,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.523915783574981
vocab_coverage,0.5532496921619571
ave_readability,4.919516413187805
ave_readability2,4.903283162403725
length,1125.677
min,3.933420822397202
max,4.999125109361329
mean,4.919516413187803
std,0.18929303778422482
q1,4.941688538932652
median,4.997812773403325
q3,4.998928258967629
FRE,82.26558999999972
SMOGI,8.770899999999997
FKGL,5.397700000000011
CLI,19.39849999999994
ARI,22.686600000000002
DCRS,7.681409999999987
LWF,8.375990344596927
GFI,8.342239999999997
DW,22.802
TS,8.481
FH,114.09501999999956
SP,71.07327999999995
GP,7.9751499999999895
CF,1.6749000000000018
NERF,2.1804519530640385
