,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5039191497098859
vocab_coverage,0.5257538270215205
ave_readability,4.916363419450828
ave_readability2,4.901140664863081
length,1318.739
min,3.8882764654418223
max,4.999125109361329
mean,4.916363419450827
std,0.19512036495127855
q1,4.936351706036767
median,4.997637795275591
q3,4.998928258967629
FRE,78.77684999999971
SMOGI,9.045899999999996
FKGL,5.805100000000014
CLI,20.627879999999926
ARI,24.138200000000015
DCRS,7.79607999999999
LWF,8.465592649236735
GFI,8.22807000000001
DW,25.363
TS,8.833
FH,111.71749999999966
SP,68.61784
GP,5.940689999999985
CF,1.8552000000000004
NERF,2.7421586358977925
