,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.3450504079144552,0.03094254027998341,0.4034448041328137,0.23266085304042677
vocab_coverage,0.4199226359741189,0.07198090573776134,0.3905603325566129,0.24856652464741064
ave_readability,0.3383440532668179,0.14533011296109355,0.49673435928406323,0.4187745449448533
ave_readability2,0.2194302148218693,0.11404649281796586,0.400054611495899,0.3277033791536527
length,0.20331662964776673,0.056111852808006554,0.3741889498768842,0.1325147964682036
min,0.20307709654470923,0.10691918088844313,0.32531298256854757,0.25187251816380696
max,,,,
mean,0.3383419404725801,0.14544075439426735,0.4966867009442148,0.4187726337365586
std,0.30535487074565165,0.15157766038381082,0.4734717174717175,0.38500066900066904
q1,0.29145193828718663,0.1148896576343288,0.3911133032960791,0.3423580539638524
median,0.027866504874792353,-0.015696223648179367,-0.0031797729117389534,-0.0031797729117389534
q3,,,,
FRE,0.4282009898911455,0.06959353240696191,0.40406799875054067,0.23308198259044624
SMOGI,0.27287966468790914,0.06846316923830792,0.3395035305952456,0.25701266183543797
FKGL,0.38896037537418976,0.07120945069306102,0.3411778351572193,0.19527967770410284
CLI,0.47146653414147327,0.05670515972709852,0.44516896706881365,0.2348026431222621
ARI,0.35236401460925065,0.026217578700512202,0.3134750035394863,0.10911292337105315
DCRS,0.32443750469863275,0.0638928867949718,0.2873663196528811,0.16198045817964296
LWF,0.30152245235199554,0.0810746058862822,0.30400399075514756,0.23972875923276904
GFI,0.34985664921615955,0.08778955422318455,0.3550066002333502,0.21861857712653623
DW,0.26142344985080795,0.11832340374469467,0.3950667716347967,0.21552199017158385
TS,0.25494350819441075,0.023463157803080968,0.1880466867389831,0.1294913089362542
FH,0.41563003306937685,0.06905899292731232,0.37844509893798123,0.21723490264713152
SP,0.4214112169572195,0.06937592979083329,0.38768812073712244,0.22664063957746153
GP,0.4423406423474144,0.043945850093266715,0.4014905664517065,0.20405819144303894
CF,0.44682283822148566,0.09172654084679377,0.44113710309166604,0.27205934602740706
NERF,0.2517496805049295,-0.0035767961884283885,0.28410609210609217,0.043812919812919814
