,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.10679073723178904,0.18665249136806233,0.09612958272985604,0.12455979802524755
vocab_coverage,0.12215125573122956,0.21842114425362819,0.14449768406881267,0.1860087497642611
ave_readability,0.0394828898390922,0.04481306366263351,0.02853060683180781,0.030634443338352153
ave_readability2,0.039931791007689454,0.04521567778093987,0.03152354379838994,0.03243099238674614
length,1235.017,1386.241,981.147,1048.033
min,0.569,0.6967741935483871,0.4115999999999999,0.455
max,0.0,0.0,0.0,0.0
mean,0.03948288983909211,0.04481306366263345,0.028530606831807796,0.03063444333835212
std,0.08605892419422001,0.1053691839848429,0.06446476068146835,0.07131394251462624
q1,0.053633333333333345,0.05762768817204301,0.039500000000000014,0.041500000000000016
median,0.004799999999999992,0.0030241935483870924,0.0007666666666666648,0.0007666666666666648
q3,0.000549999999999999,0.00038642473118279434,0.0,0.0
FRE,26.08137,32.255199999999995,21.339660000000002,23.56395
SMOGI,3.5101999999999998,6.1996,2.6271000000000004,2.7595
FKGL,4.597899999999999,5.4825,3.7211999999999996,3.9588
CLI,7.29367,9.412049999999999,6.0265699999999995,7.07891
ARI,8.839900000000002,10.8549,7.049,8.121
DCRS,2.10219,2.1403499999999998,1.4468800000000002,1.6292800000000003
LWF,5.444408100731771,6.100095073300826,4.814218402749155,4.79036438732014
GFI,3.6550199999999995,4.14356,3.0418199999999995,3.3866300000000003
DW,19.856,23.558,18.215,18.605
TS,4.427,4.46,3.413,3.4
FH,19.34288,23.72074,15.758460000000001,17.21561
SP,19.803549999999998,24.13538,16.10267,17.63099
GP,12.64064,15.725439999999999,10.37134,12.019870000000001
CF,1.4307,1.89,1.1581,1.2595999999999998
NERF,2.820566356759218,4.482677909896884,2.5579198024957255,3.3394042945958815
