,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.4357962435003605
vocab_coverage,0.43839192517432096
ave_readability,4.901033894528647
ave_readability2,4.901081441487359
length,3610.031
min,4.138487972508591
max,4.9989690721649485
mean,4.901033894528647
std,0.19227020021655858
q1,4.903694158075602
median,4.984192439862543
q3,4.995403780068728
FRE,50.11833
SMOGI,6.9538
FKGL,11.483600000000001
CLI,27.72057
ARI,44.78789999999999
DCRS,7.79158
LWF,8.065531127942286
GFI,10.635620000000001
DW,13.299
TS,11.187
FH,89.36494
SP,40.0425
GP,-10.26102
CF,3.4985999999999997
NERF,10.591459825990288
