,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.0183021658140424,0.0430661015538707,0.11645408455682696,0.1648869303945802
vocab_coverage,0.024151644244843163,0.05844893437870582,0.11668823536982847,0.16419810394503764
ave_readability,0.0030365155359448597,0.0035381546699778943,0.008781766880908102,0.011943025204554017
ave_readability2,0.002703156850151047,0.003358981936584787,0.006647904225297335,0.009089619135800999
length,6521982.479,6956971.053,16846920.984,14314975.226
min,0.61456,0.8068189964157706,0.5963001145475372,0.7408882082695253
max,0.0,0.0,0.00020618556701030934,0.0011026033690658497
mean,0.003036515535944849,0.0035381546699778865,0.008781766880908088,0.011943025204553998
std,0.012484671683655933,0.017975583095998844,0.018030275388372586,0.022673847786254475
q1,0.007689166666666674,0.007736335125448034,0.034149842497136325,0.042638676195337774
median,0.0008122222222222214,0.00042674731182795695,0.003656930126002288,0.007566785775055297
q3,7.583333333333305e-05,4.6202956989246985e-05,0.0008634020618556694,0.0025267993874425725
FRE,1866.7714674000001,2304.9543199,30923.250335399996,37870.010228
SMOGI,26.415239999999997,61.85378000000001,60.740959999999994,78.04822999999999
FKGL,73.08042,59.03482000000001,1471.46889,1702.4869300000003
CLI,145.3586796,199.05134239999998,44375.40029969999,44873.27585889999
ARI,219.31806,222.17128,55229.61769999999,585782.1630999999
DCRS,10.0381601,9.533164300000001,192.1660765,185.31260310000002
LWF,56.92100286916948,56.45665412173089,121.1152596723899,153.22150145540587
GFI,56.081009300000005,31.282035700000005,1023.837751,1115.1436143
DW,1086.572,1335.572,1083.073,1199.357
TS,72.759,36.182,536.202,858.81
FH,1069.1789931,1201.4244149,19058.4579285,22973.862857099997
SP,1113.7845249999998,1218.3118075000002,17416.4308984,20796.1261393
GP,442.67833830000006,542.2180357,124779.75241019997,126052.91934729999
CF,5.320819999999999,8.46301,57.18879,75.57732
NERF,15.600087092714562,36.61644056659991,41585.11175513459,41611.42466137635
