QuestionId,AnswerId,vocab_ratios,vocab_coverage,ave_readability,ave_readability2,length,min,max,mean,std,q1,median,q3,FRE,SMOGI,FKGL,CLI,ARI,DCRS,LWF,GFI,DW,TS,FH,SP,GP,CF,NERF
76378346,76378431,0.6326530612244898,0.676056338028169,4.9125,4.881720430107527,540,3.6666666666666665,5.0,4.9125000000000005,0.21566273824345888,4.933333333333334,5.0,5.0,31.51,17.5,14.5,15.44,22.1,11.26,18.166666666666668,16.73,23,14th and 15th grade,75.69,69.65,33.06,4.7,5.492673494697737
76378408,76378435,0.7702702702702703,0.8181818181818182,4.8962962962962955,4.940350877192983,1165,3.6666666666666665,5.0,4.8962962962962955,0.3088986586961934,5.0,5.0,5.0,73.47,10.4,6.7,8.63,10.1,7.78,8.833333333333334,8.1,20,8th and 9th grade,107.85,105.2,45.74,2.0,4.642485675639733
76378340,76378439,0.0,0.0,,NaN,1,,,,,,,,121.22,0.0,-3.5,-39.61,-16.3,19.48,-0.5,0.4,0,-1th and 0th grade,145.82,143.54,85.15,-19.1,-3.365282
76378344,76378496,0.7333333333333333,0.8033898305084746,4.931926863572434,4.912121212121214,1790,3.533333333333333,5.0,4.931926863572432,0.17326702803907423,4.933333333333334,5.0,5.0,63.7,10.6,8.4,9.92,10.8,7.5,7.2857142857142865,8.48,37,7th and 8th grade,100.52,96.74,43.63,2.7,3.370752497741421
76378323,76378505,0.6103896103896104,0.6832298136645962,4.887878787878788,4.914893617021277,1207,3.8,5.0,4.887878787878789,0.28652312377736067,4.933333333333334,5.0,5.0,53.68,9.4,8.1,20.73,20.1,10.95,4.5,6.16,27,20th and 21st grade,95.46,89.44,25.43,2.9,7.126576802466875
76378468,76378523,0.7241379310344828,0.8111455108359134,4.915521628498728,4.893650793650796,1845,3.733333333333333,5.0,4.9155216284987295,0.17275386158004416,4.866666666666666,5.0,5.0,72.46,9.5,7.1,9.16,9.2,7.28,8.666666666666666,7.94,36,7th and 8th grade,106.83,102.45,45.0,2.3,3.5587726327847884
76378419,76378558,0.0,0.0,,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76383950,76384028,0.8181818181818182,0.8805970149253731,4.96271186440678,4.955555555555557,378,4.666666666666667,5.0,4.96271186440678,0.07493493618797399,4.933333333333334,5.0,5.0,50.46,11.9,11.4,10.62,12.9,9.5,12.833333333333334,12.8,16,12th and 13th grade,89.73,86.69,41.34,3.4,1.6101151333333323
76380624,76380646,0.0,0.0,,NaN,0,,,,,,,,206.84,0.0,-15.7,-15.81,0.0,0.0,-1.0,0.0,0,-1th and 0th grade,206.84,0.0,0.0,0.0,-4.125
76380600,76380785,0.6818181818181818,0.7818181818181819,4.911111111111111,4.882962962962964,1179,4.266666666666667,5.0,4.911111111111112,0.15887922125952572,4.933333333333334,5.0,5.0,57.16,11.2,8.8,11.77,12.8,7.9,7.25,8.22,23,7th and 8th grade,96.46,92.26,40.7,3.0,4.59187169874617
