,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5000197669627209
vocab_coverage,0.5076826451309118
ave_readability,4.920266136365375
ave_readability2,4.915005360601954
length,4583.894
min,4.249197023110066
max,4.989032510771642
mean,4.920266136365375
std,0.14371717024237557
q1,4.920289855072463
median,4.9761457109283205
q3,4.987367802585194
FRE,-169.84983999999997
SMOGI,6.9167
FKGL,49.334799999999994
CLI,289.11935000000005
ARI,289.14140000000003
DCRS,9.67207
LWF,13.196281678942439
GFI,22.3326
DW,14.261
TS,37.547
FH,-75.28396000000001
SP,-90.82736000000001
GP,-443.40738
CF,12.4146
NERF,30.439177463860137
