,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.5017685355604354
vocab_coverage,0.5120499454190733
ave_readability,4.921413923232578
ave_readability2,4.915974656294955
length,4401.455
min,4.266745375836285
max,4.988980716253444
mean,4.921413923232578
std,0.14084582577340865
q1,4.92107438016529
median,4.975324675324676
q3,4.987150728059819
FRE,-168.93621999999996
SMOGI,6.7589
FKGL,49.507
CLI,288.66774
ARI,287.043
DCRS,9.69697
LWF,13.256167189265451
GFI,22.82168
DW,13.749
TS,37.871
FH,-74.99887
SP,-91.28004000000001
GP,-443.36057999999997
CF,12.343200000000003
NERF,30.04352818481149
