,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34492325629408344,0.031927929940396484,0.25259748204058347,0.2457834281686252
vocab_coverage,0.4138761537795672,0.06800376101624171,0.23965479936026482,0.23293410004193799
ave_readability,0.3368713367477663,0.14485238480948914,0.34772585373983467,0.3411875024333683
ave_readability2,0.22109665916422713,0.1140997324405212,0.3158654106304811,0.3093998009602002
length,0.20331662964776673,0.056111852808006554,-0.13001176034820702,-0.12197582853060272
min,0.20322299781888456,0.10666542282061989,0.26203297636505163,0.255299197673329
max,,,,
mean,0.33696519804870084,0.14507815387641443,0.34762701663705176,0.341083881244357
std,0.30656245518932695,0.15204799501153363,0.32508158261187314,0.3183069733303196
q1,0.28843540888926944,0.11302068507465421,0.2703037949172789,0.27256609200578386
median,0.0411559627577507,-0.012796453755033271,-0.023794830086156408,-0.02386394908190847
q3,,,,
FRE,0.4263204037423694,0.06606834824555957,0.04894304871762437,0.05188174350518314
SMOGI,0.2745559648838505,0.0719778733300166,0.13719066203126978,0.1271493193799183
FKGL,0.3860705819541602,0.0681144868945126,0.06400766430657599,0.0675822395680002
CLI,0.47374020159782043,0.05842559715104642,0.07957749984348744,0.07536339187565602
ARI,0.3543345830642611,0.02989232123401479,0.020232734777960563,0.019641396366813557
DCRS,0.32068443730248375,0.06385699616421191,-0.05125387163414589,-0.053969736153680295
LWF,0.29767466008309373,0.08503678363979279,0.17372544499790193,0.17173950305083746
GFI,0.3465328274040892,0.08937067256802553,0.16085073990364152,0.15882507030557744
DW,0.2629023949241971,0.11901915383436493,0.02463377273202275,0.02316421173555577
TS,0.27388156630115695,0.05265711041633851,0.028106015887825804,0.022955998547308967
FH,0.41311665711793893,0.0642251298613635,0.048109954731015495,0.05128664562598927
SP,0.4252145247472004,0.07316043238436509,0.14130631853645606,0.1450669669577642
GP,0.44617708613284085,0.046709179479978755,0.15272810508427673,0.15053145522134304
CF,0.4466861193396672,0.0929726822441577,0.08202489572072601,0.08311891618607775
NERF,0.24555492029158502,-0.00926569085012412,0.03843471017504541,0.040821051770841894
