,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.47477121542504414
vocab_coverage,0.48124567139255403
ave_readability,4.930580485215312
ave_readability2,4.922958769622971
length,4519.934
min,4.143268337975856
max,4.9983286908078
mean,4.930580485215315
std,0.15185911969895238
q1,4.941341689879308
median,4.991550603528322
q3,4.996541318477252
FRE,28.393960000000014
SMOGI,6.6883
FKGL,19.157399999999885
CLI,22.670669999999852
ARI,47.338300000000025
DCRS,7.903270000000004
LWF,9.486180695448347
GFI,17.436120000000017
DW,14.316
TS,15.945
FH,68.33859999999962
SP,7.455690000000003
GP,-13.160200000000028
CF,4.118000000000003
NERF,13.359441731434513
