,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.6136197779233685
vocab_coverage,0.6516444123430128
ave_readability,4.930804809390875
ave_readability2,4.9191328289018985
length,2921.798
min,4.120912832023944
max,4.9993265993266
mean,4.930804809390875
std,0.1657150351281886
q1,4.954377104377105
median,4.996483352038908
q3,4.999046015712683
FRE,55.28884
SMOGI,7.6752
FKGL,10.438600000000001
CLI,12.83474
ARI,42.64489999999999
DCRS,6.6817400000000005
LWF,8.160129881911212
GFI,9.7856
DW,15.762
TS,10.01
FH,93.43757999999998
SP,68.36485
GP,26.413700000000002
CF,2.9513
NERF,0.9104087980636548
