,0
QuestionId,76387545.567
AnswerId,76388735.565
vocab_ratios,0.572126994841114
vocab_coverage,0.578652084444899
ave_readability,4.91405629322363
ave_readability2,4.908088319370501
length,3912.342
min,4.010911650827174
max,4.999296022527279
mean,4.91405629322363
std,0.19191640479111596
q1,4.929531854980642
median,4.992960225272792
q3,4.998680042238648
FRE,38.57711
SMOGI,9.5845
FKGL,12.4398
CLI,17.95108
ARI,41.8878
DCRS,7.79767
LWF,9.130506557078112
GFI,9.51106
DW,20.976
TS,11.736
FH,81.99059999999999
SP,67.79675
GP,23.263379999999998
CF,3.685
NERF,3.539609326525577
