,abody,abody_elim,gpt,gpt_elim
QuestionId,1.0,1.0,1.0,1.0
AnswerId,1.0,1.0,1.0,1.0
vocab_ratios,0.34543628003000765,0.032326176606219996,0.34518310188787527,0.22176079492110792
vocab_coverage,0.41887899241028703,0.07135301624166532,0.37529410259838053,0.24836080335121474
ave_readability,0.3372180811106947,0.14510633056739725,0.4254004185385388,0.3574564179474469
ave_readability2,0.2197491289161896,0.11495755445610491,0.35655274610601073,0.31953805774852045
length,0.20331662964776673,0.056111852808006554,0.10158650520475918,0.09481032186827495
min,0.20307709654470923,0.10691918088844313,0.3107036386108375,0.25216229837325976
max,,,,
mean,0.3372707730903035,0.14517440646422733,0.425408813728763,0.35756524720675614
std,0.30543621283748684,0.1514802399838029,0.39471590017257896,0.2919819717683845
q1,0.2849419062433839,0.10435940320922431,0.3318843162403196,0.27348453697931147
median,0.03599713465958862,-0.013828764111056139,0.03003787407375185,0.05277701395851283
q3,,,,
FRE,0.42753735788760905,0.07111870609865872,0.40461304530325254,0.2602832671756879
SMOGI,0.2650309906890334,0.06780222024833282,0.29406869161897903,0.19318283091335817
FKGL,0.38717821908219846,0.07177723681600512,0.3827471675277421,0.19799253538879907
CLI,0.47234194457037826,0.05839750542973789,0.42102399915809285,0.3282829249578565
ARI,0.35220688125458754,0.025870335412644142,0.3421351662418493,0.19161723108306722
DCRS,0.32478908740171236,0.0631761113651378,0.13401832526493485,0.11386992774922447
LWF,0.30135965094685147,0.07940047095622464,0.2966414224656086,0.10486814846646365
GFI,0.3477660214736181,0.08523394177503286,0.32399714682717523,0.12649223426937548
DW,0.26142344985080795,0.11832340374469467,0.30383021000372673,0.21634612078664933
TS,0.27896932618583836,0.04789518082271578,0.2654531006143773,0.13795473315842693
FH,0.4146209079598439,0.07030903092237745,0.3980280316314727,0.24145521500778677
SP,0.42417886122915494,0.07180807550945881,0.4207173250449668,0.1559360401003115
GP,0.44354979855085125,0.044331334143020144,0.4133512704991643,0.16474865707059635
CF,0.4471954692668192,0.09386954175867059,0.4526429325670058,0.30249349132354325
NERF,0.24811129485562874,-0.0032010577484386698,0.25141992111331013,0.18360327717329664
