,abody,abody_elim,gpt,gpt_elim
QuestionId,0.0,0.0,0.0,0.0
AnswerId,0.0,0.0,0.0,0.0
vocab_ratios,0.01923120945428086,0.04920008362699844,0.041356146335602834,0.06942966239975559
vocab_coverage,0.02494080641447869,0.06593855626637725,0.046922595667731194,0.08261967993941272
ave_readability,0.00322375820615078,0.003968844127423907,0.0050889635606339205,0.004172344641552551
ave_readability2,0.0028909912775831118,0.0036385246989858334,0.0030428605604252384,0.0028831422166262096
length,6412160.559,6745870.413,19053353.121,13513404.449
min,0.61772,0.8086648745519713,0.5279643318080487,0.646454670158374
max,0.0,0.0,0.00017834095975595446,5.486968449931401e-05
mean,0.0032237582061507776,0.003968844127423908,0.005088963560633916,0.004172344641552544
std,0.013412679246462911,0.019694614548367913,0.01576563823027943,0.018888854044460016
q1,0.008024444444444452,0.008196684587813627,0.01919247917399977,0.012569834143908222
median,0.0008299999999999991,0.0004312275985663082,0.003510500997301419,0.0007108118219229325
q3,7.583333333333305e-05,4.6202956989246985e-05,0.00021735304470256922,7.26399800473872e-05
FRE,1949.5437656999998,2549.258573,7937.2846659,18790.323588600004
SMOGI,29.754080000000002,65.1583,30.54153,48.092020000000005
FKGL,76.41561999999999,69.27954000000001,501.90279000000004,711.9293500000001
CLI,153.5217744,215.7090098,455.1181833999999,1441.5369297999998
ARI,228.46711,255.77185,248842.31128,307250.62661000004
DCRS,10.2112022,10.136417600000001,45.7677023,53.397150200000006
LWF,76.48972497433718,84.08694352595633,82.39146447258,107.01236026428434
GFI,57.966722399999995,36.70289,417.9807363,413.8044621
DW,1021.832,1201.86,615.614,757.226
TS,74.364,43.513,385.628,308.29
FH,1115.6483747999998,1346.6917833999998,5368.015338200001,10827.506099799999
SP,1165.2845196,1363.4251758999997,5014.824473899999,10652.2698261
GP,465.576981,595.5166125999999,1517.9646266999998,4223.369913899999
CF,5.57963,9.12344,12.904020000000001,47.35335
NERF,15.988437054056986,34.870741181402344,159.72224447051826,202.13488642851908
